AIC BIC aBIC DIC
cuts_long_bayes_r18 NA NA NA 39266.893
tso_wide_ml_r18 40194.399 40254.318 40181.678 NA
tso_wide_bayes_r18 NA NA NA NA
tso_long_bayes_r18 NA NA NA 35521.471
msst_wide_ml_r19 43124.443 43166.126 43115.594 NA
msst_long_ml_r19 43119.705 43215.807 43164.969 NA
msst_wide_bayes_r19 NA NA NA NA
msst_long_bayes_r19 NA NA NA 42596.449
cuts_wide_ml_r19 39908.472 39960.575 39897.41 NA
cuts_long_ml_r19 39908.472 40028.599 39965.051 NA
cuts_wide_bayes_r19 NA NA NA NA
cuts_long_bayes_r19 NA NA NA 38966.023
tso_wide_ml_r19 39912.844 39972.763 39900.123 NA
tso_wide_bayes_r19 NA NA NA NA
tso_long_bayes_r19 NA NA NA 35274.91
msst_wide_ml_r20 43536.676 43578.359 43527.827 NA
msst_long_ml_r20 43532.037 43628.139 43577.301 NA
msst_wide_bayes_r20 NA NA NA NA
msst_long_bayes_r20 NA NA NA 43010.766
cuts_wide_ml_r20 39894.675 39946.778 39883.613 NA
cuts_long_ml_r20 39894.675 40014.802 39951.255 NA
cuts_wide_bayes_r20 NA NA NA NA
cuts_long_bayes_r20 NA NA NA 38918.542
tso_wide_ml_r20 39898.43 39958.349 39885.71 NA
tso_wide_bayes_r20 NA NA NA NA
tso_long_bayes_r20 NA NA NA 35225.644
msst_wide_ml_r21 43050.695 43092.378 43041.846 NA
msst_long_ml_r21 43046.233 43142.335 43091.497 NA
msst_wide_bayes_r21 NA NA NA NA
msst_long_bayes_r21 NA NA NA 42532.695
cuts_wide_ml_r21 39832.616 39884.72 39821.555 NA
cuts_long_ml_r21 39832.616 39952.744 39889.196 NA
cuts_wide_bayes_r21 NA NA NA NA
cuts_long_bayes_r21 NA NA NA 38896.543
tso_wide_ml_r21 39836.309 39896.227 39823.588 NA
tso_wide_bayes_r21 NA NA NA NA
tso_long_bayes_r21 NA NA NA 35289.322
msst_wide_ml_r22 43577.18 43618.863 43568.331 NA
msst_long_ml_r22 43572.919 43669.021 43618.183 NA
msst_wide_bayes_r22 NA NA NA NA
msst_long_bayes_r22 NA NA NA 43092.451
cuts_wide_ml_r22 40091.625 40143.728 40080.563 NA
cuts_long_ml_r22 40091.625 40211.752 40148.205 NA
cuts_wide_bayes_r22 NA NA NA NA
cuts_long_bayes_r22 NA NA NA 39180.408
tso_wide_ml_r22 40096.284 40156.203 40083.564 NA
tso_wide_bayes_r22 NA NA NA NA
tso_long_bayes_r22 NA NA NA 35603.521
msst_wide_ml_r23 42882.964 42924.647 42874.115 NA
msst_long_ml_r23 42878.648 42974.749 42923.911 NA
msst_wide_bayes_r23 NA NA NA NA
msst_long_bayes_r23 NA NA NA 42374.177
cuts_wide_ml_r23 39869.317 39921.42 39858.255 NA
cuts_long_ml_r23 39869.317 39989.444 39925.896 NA
cuts_wide_bayes_r23 NA NA NA NA
cuts_long_bayes_r23 NA NA NA 38952.034
tso_wide_ml_r23 39874.051 39933.97 39861.33 NA
tso_wide_bayes_r23 NA NA NA NA
tso_long_bayes_r23 NA NA NA 35280.255
msst_wide_ml_r24 42942.322 42984.005 42933.473 NA
msst_long_ml_r24 42938.049 43034.151 42983.312 NA
msst_wide_bayes_r24 NA NA NA NA
msst_long_bayes_r24 NA NA NA 42444.112
cuts_wide_ml_r24 39698.186 39750.29 39687.124 NA
cuts_long_ml_r24 39698.186 39818.314 39754.766 NA
cuts_wide_bayes_r24 NA NA NA NA
cuts_long_bayes_r24 NA NA NA 38774.137
tso_wide_ml_r24 39701.429 39761.348 39688.708 NA
tso_wide_bayes_r24 NA NA NA NA
tso_long_bayes_r24 NA NA NA 35077.803
msst_wide_ml_r25 43489.301 43530.984 43480.452 NA
msst_long_ml_r25 43485.093 43581.195 43530.357 NA
msst_wide_bayes_r25 NA NA NA NA
msst_long_bayes_r25 NA NA NA 42992.503
cuts_wide_ml_r25 40179.375 40231.478 40168.313 NA
cuts_long_ml_r25 40179.375 40299.502 40235.954 NA
cuts_wide_bayes_r25 NA NA NA NA
cuts_long_bayes_r25 NA NA NA 39255.361
tso_wide_ml_r25 40185.035 40244.954 40172.314 NA
tso_wide_bayes_r25 NA NA NA NA
tso_long_bayes_r25 NA NA NA 35839.856
msst_wide_ml_r26 42891.443 42933.126 42882.594 NA
msst_long_ml_r26 42887.134 42983.236 42932.398 NA
msst_wide_bayes_r26 NA NA NA NA
msst_long_bayes_r26 NA NA NA 42409.891
cuts_wide_ml_r26 39993.229 40045.332 39982.167 NA
cuts_long_ml_r26 39993.229 40113.356 40049.808 NA
cuts_wide_bayes_r26 NA NA NA NA
cuts_long_bayes_r26 NA NA NA 39118.47
tso_wide_ml_r26 39998.309 40058.228 39985.589 NA
tso_wide_bayes_r26 NA NA NA NA
tso_long_bayes_r26 NA NA NA 35449.039
msst_wide_ml_r27 42622.075 42663.757 42613.225 NA
msst_long_ml_r27 42617.719 42713.821 42662.983 NA
msst_wide_bayes_r27 NA NA NA NA
msst_long_bayes_r27 NA NA NA 42125.819
cuts_wide_ml_r27 39948.456 40000.56 39937.395 NA
cuts_long_ml_r27 39948.456 40068.584 40005.036 NA
cuts_wide_bayes_r27 NA NA NA NA
cuts_long_bayes_r27 NA NA NA 39080.216
tso_wide_ml_r27 39953.571 40013.49 39940.851 NA
tso_wide_bayes_r27 NA NA NA NA
tso_long_bayes_r27 NA NA NA 35419.408
msst_wide_ml_r28 43140.204 43181.887 43131.355 NA
msst_long_ml_r28 43135.721 43231.823 43180.985 NA
msst_wide_bayes_r28 NA NA NA NA
msst_long_bayes_r28 NA NA NA 42646.008
cuts_wide_ml_r28 39970.886 40022.99 39959.825 NA
cuts_long_ml_r28 39970.886 40091.014 40027.466 NA
cuts_wide_bayes_r28 NA NA NA NA
cuts_long_bayes_r28 NA NA NA 39071.973
tso_wide_ml_r28 39974.671 40034.59 39961.95 NA
tso_wide_bayes_r28 NA NA NA NA
tso_long_bayes_r28 NA NA NA 35409.476
msst_wide_ml_r29 42982.793 43024.475 42973.943 NA
msst_long_ml_r29 42978.478 43074.58 43023.742 NA
msst_wide_bayes_r29 NA NA NA NA
msst_long_bayes_r29 NA NA NA 42486.514
cuts_wide_ml_r29 40003.505 40055.608 39992.443 NA
cuts_long_ml_r29 40003.505 40123.632 40060.085 NA
cuts_wide_bayes_r29 NA NA NA NA
cuts_long_bayes_r29 NA NA NA 39109.186
tso_wide_ml_r29 40005.36 40065.279 39992.639 NA
tso_wide_bayes_r29 NA NA NA NA
tso_long_bayes_r29 NA NA NA 35297.934
msst_wide_ml_r30 43069.354 43111.036 43060.504 NA
msst_long_ml_r30 43065.105 43161.207 43110.369 NA
msst_wide_bayes_r30 NA NA NA NA
msst_long_bayes_r30 NA NA NA 42564.995
cuts_wide_ml_r30 40285.62 40337.724 40274.559 NA
cuts_long_ml_r30 40285.62 40405.748 40342.2 NA
cuts_wide_bayes_r30 NA NA NA NA
cuts_long_bayes_r30 NA NA NA 39385.508
tso_wide_ml_r30 40289.199 40349.118 40276.478 NA
tso_wide_bayes_r30 NA NA NA NA
tso_long_bayes_r30 NA NA NA 35707.106
msst_wide_ml_r31 43183.41 43225.093 43174.561 NA
msst_long_ml_r31 43179.016 43275.118 43224.28 NA
msst_wide_bayes_r31 NA NA NA NA
msst_long_bayes_r31 NA NA NA 42659.858
cuts_wide_ml_r31 40221.167 40273.271 40210.106 NA
cuts_long_ml_r31 40221.167 40341.295 40277.747 NA
cuts_wide_bayes_r31 NA NA NA NA
cuts_long_bayes_r31 NA NA NA 39298.781
tso_wide_ml_r31 40212.322 40272.241 40199.601 NA
tso_wide_bayes_r31 NA NA NA NA
tso_long_bayes_r31 NA NA NA 35637.835
msst_wide_ml_r32 43128.607 43170.29 43119.758 NA
msst_long_ml_r32 43124.421 43220.523 43169.685 NA
msst_wide_bayes_r32 NA NA NA NA
msst_long_bayes_r32 NA NA NA 42634.437
cuts_wide_ml_r32 40231.332 40283.435 40220.27 NA
cuts_long_ml_r32 40231.332 40351.459 40287.911 NA
cuts_wide_bayes_r32 NA NA NA NA
cuts_long_bayes_r32 NA NA NA 39334.638
tso_wide_ml_r32 40234.417 40294.336 40221.697 NA
tso_wide_bayes_r32 NA NA NA NA
tso_long_bayes_r32 NA NA NA 35722.899
msst_wide_ml_r33 43230.342 43272.025 43221.493 NA
msst_long_ml_r33 43226.007 43322.109 43271.271 NA
msst_wide_bayes_r33 NA NA NA NA
msst_long_bayes_r33 NA NA NA 42729.457
cuts_wide_ml_r33 40230.886 40282.99 40219.825 NA
cuts_long_ml_r33 40230.886 40351.014 40287.466 NA
cuts_wide_bayes_r33 NA NA NA NA
cuts_long_bayes_r33 NA NA NA 39331.919
tso_wide_ml_r33 40232.733 40292.652 40220.013 NA
tso_wide_bayes_r33 NA NA NA NA
tso_long_bayes_r33 NA NA NA 35688.137
msst_wide_ml_r34 43121.61 43163.292 43112.76 NA
msst_long_ml_r34 43117.184 43213.286 43162.447 NA
msst_wide_bayes_r34 NA NA NA NA
msst_long_bayes_r34 NA NA NA 42638.275
cuts_wide_ml_r34 40098.766 40150.869 40087.704 NA
cuts_long_ml_r34 40098.766 40218.893 40155.345 NA
cuts_wide_bayes_r34 NA NA NA NA
cuts_long_bayes_r34 NA NA NA 39232.897
tso_wide_ml_r34 40103.665 40163.584 40090.944 NA
tso_wide_bayes_r34 NA NA NA NA
tso_long_bayes_r34 NA NA NA 35727.653
msst_wide_ml_r35 43614.714 43656.397 43605.865 NA
msst_long_ml_r35 43610.584 43706.686 43655.848 NA
msst_wide_bayes_r35 NA NA NA NA
msst_long_bayes_r35 NA NA NA 43144.124
cuts_wide_ml_r35 40272.707 40324.811 40261.646 NA
cuts_long_ml_r35 40272.707 40392.835 40329.287 NA
cuts_wide_bayes_r35 NA NA NA NA
cuts_long_bayes_r35 NA NA NA 39354.74
tso_wide_ml_r35 40273.939 40333.858 40261.218 NA
tso_wide_bayes_r35 NA NA NA NA
tso_long_bayes_r35 NA NA NA 35883.388
msst_wide_ml_r36 42886.987 42928.67 42878.138 NA
msst_long_ml_r36 42882.691 42978.793 42927.955 NA
msst_wide_bayes_r36 NA NA NA NA
msst_long_bayes_r36 NA NA NA 42387.108
cuts_wide_ml_r36 40090.832 40142.936 40079.771 NA
cuts_long_ml_r36 40090.832 40210.96 40147.412 NA
cuts_wide_bayes_r36 NA NA NA NA
cuts_long_bayes_r36 NA NA NA 39214.527
tso_wide_ml_r36 40095.907 40155.825 40083.186 NA
tso_wide_bayes_r36 NA NA NA NA
tso_long_bayes_r36 NA NA NA 35621.77
msst_wide_ml_r37 43340.341 43382.024 43331.492 NA
msst_long_ml_r37 43336.044 43432.146 43381.308 NA
msst_wide_bayes_r37 NA NA NA NA
msst_long_bayes_r37 NA NA NA 42836.03
cuts_wide_ml_r37 40157.763 40209.866 40146.701 NA
cuts_long_ml_r37 40157.763 40277.89 40214.343 NA
cuts_wide_bayes_r37 NA NA NA NA
cuts_long_bayes_r37 NA NA NA 39237.409
tso_wide_ml_r37 40161.023 40220.942 40148.302 NA
tso_wide_bayes_r37 NA NA NA NA
tso_long_bayes_r37 NA NA NA 35644.006
msst_wide_ml_r38 43739.592 43781.274 43730.742 NA
msst_long_ml_r38 43735.385 43831.487 43780.649 NA
msst_wide_bayes_r38 NA NA NA NA
msst_long_bayes_r38 NA NA NA 43239.108
cuts_wide_ml_r38 40263.05 40315.153 40251.988 NA
cuts_long_ml_r38 40263.05 40383.177 40319.63 NA
cuts_wide_bayes_r38 NA NA NA NA
cuts_long_bayes_r38 NA NA NA 39338.356
tso_wide_ml_r38 40267.321 40327.24 40254.6 NA
tso_wide_bayes_r38 NA NA NA NA
tso_long_bayes_r38 NA NA NA 35747.124
msst_wide_ml_r39 43162.709 43204.392 43153.86 NA
msst_long_ml_r39 43158.021 43254.123 43203.285 NA
msst_wide_bayes_r39 NA NA NA NA
msst_long_bayes_r39 NA NA NA 42634.909
cuts_wide_ml_r39 39728.049 39780.152 39716.987 NA
cuts_long_ml_r39 39728.049 39848.176 39784.628 NA
cuts_wide_bayes_r39 NA NA NA NA
cuts_long_bayes_r39 NA NA NA 38780.917
tso_wide_ml_r39 39732.361 39792.28 39719.641 NA
tso_wide_bayes_r39 NA NA NA NA
tso_long_bayes_r39 NA NA NA 35171.253
msst_wide_ml_r40 43254.404 43296.087 43245.555 NA
msst_long_ml_r40 43249.412 43345.514 43294.676 NA
msst_wide_bayes_r40 NA NA NA NA
msst_long_bayes_r40 NA NA NA 42729.847
cuts_wide_ml_r40 39909.998 39962.102 39898.937 NA
cuts_long_ml_r40 39909.999 40030.126 39966.578 NA
cuts_wide_bayes_r40 NA NA NA NA
cuts_long_bayes_r40 NA NA NA 38981.659
tso_wide_ml_r40 39911.596 39971.515 39898.876 NA
tso_wide_bayes_r40 NA NA NA NA
tso_long_bayes_r40 NA NA NA 35229.752
msst_wide_ml_r41 43423.779 43465.462 43414.93 NA
msst_long_ml_r41 43419.006 43515.108 43464.27 NA
msst_wide_bayes_r41 NA NA NA NA
msst_long_bayes_r41 NA NA NA 42900.007
cuts_wide_ml_r41 40089.101 40141.204 40078.039 NA
cuts_long_ml_r41 40089.101 40209.228 40145.681 NA
cuts_wide_bayes_r41 NA NA NA NA
cuts_long_bayes_r41 NA NA NA 39147.236
tso_wide_ml_r41 40092.487 40152.406 40079.766 NA
tso_wide_bayes_r41 NA NA NA NA
tso_long_bayes_r41 NA NA NA 35448.154
msst_wide_ml_r42 42819.472 42861.155 42810.623 NA
msst_long_ml_r42 42815.252 42911.354 42860.516 NA
msst_wide_bayes_r42 NA NA NA NA
msst_long_bayes_r42 NA NA NA 42348.226
cuts_wide_ml_r42 40083.602 40135.706 40072.54 NA
cuts_long_ml_r42 40083.602 40203.729 40140.182 NA
cuts_wide_bayes_r42 NA NA NA NA
cuts_long_bayes_r42 NA NA NA 39234.379
tso_wide_ml_r42 40087.943 40147.862 40075.222 NA
tso_wide_bayes_r42 NA NA NA NA
tso_long_bayes_r42 NA NA NA 35691.845
msst_wide_ml_r43 42589.169 42630.852 42580.32 NA
msst_long_ml_r43 42585.11 42681.212 42630.374 NA
msst_wide_bayes_r43 NA NA NA NA
msst_long_bayes_r43 NA NA NA 42101.479
cuts_wide_ml_r43 39935.411 39987.514 39924.349 NA
cuts_long_ml_r43 39935.411 40055.538 39991.99 NA
cuts_wide_bayes_r43 NA NA NA NA
cuts_long_bayes_r43 NA NA NA 39089.391
tso_wide_ml_r43 39940.818 40000.737 39928.097 NA
tso_wide_bayes_r43 NA NA NA NA
tso_long_bayes_r43 NA NA NA 35419.547
msst_wide_ml_r44 43240.298 43281.981 43231.448 NA
msst_long_ml_r44 43236.023 43332.125 43281.287 NA
msst_wide_bayes_r44 NA NA NA NA
msst_long_bayes_r44 NA NA NA 42723.609
cuts_wide_ml_r44 40147.929 40200.033 40136.867 NA
cuts_long_ml_r44 40147.929 40268.056 40204.509 NA
cuts_wide_bayes_r44 NA NA NA NA
cuts_long_bayes_r44 NA NA NA 39217.536
tso_wide_ml_r44 40151.993 40211.911 40139.272 NA
tso_wide_bayes_r44 NA NA NA NA
tso_long_bayes_r44 NA NA NA 35528.728
msst_wide_ml_r45 43818.899 43860.582 43810.05 NA
msst_long_ml_r45 43814.686 43910.788 43859.95 NA
msst_wide_bayes_r45 NA NA NA NA
msst_long_bayes_r45 NA NA NA 43320.666
cuts_wide_ml_r45 40451.035 40503.139 40439.974 NA
cuts_long_ml_r45 40451.035 40571.163 40507.615 NA
cuts_wide_bayes_r45 NA NA NA NA
cuts_long_bayes_r45 NA NA NA 39525.243
tso_wide_ml_r45 40456.526 40516.445 40443.805 NA
tso_wide_bayes_r45 NA NA NA NA
tso_long_bayes_r45 NA NA NA 35891.34
msst_wide_ml_r46 43373.39 43415.072 43364.54 NA
msst_long_ml_r46 43369.086 43465.188 43414.35 NA
msst_wide_bayes_r46 NA NA NA NA
msst_long_bayes_r46 NA NA NA 42894.859
cuts_wide_ml_r46 39902.119 39954.222 39891.057 NA
cuts_long_ml_r46 39902.119 40022.246 39958.698 NA
cuts_wide_bayes_r46 NA NA NA NA
cuts_long_bayes_r46 NA NA NA 38981.472
tso_wide_ml_r46 39905.959 39965.878 39893.238 NA
tso_wide_bayes_r46 NA NA NA NA
tso_long_bayes_r46 NA NA NA 35180.446
msst_wide_ml_r47 43291.39 43333.073 43282.541 NA
msst_long_ml_r47 43286.77 43382.872 43332.034 NA
msst_wide_bayes_r47 NA NA NA NA
msst_long_bayes_r47 NA NA NA 42760.953
cuts_wide_ml_r47 39913.406 39965.509 39902.344 NA
cuts_long_ml_r47 39913.406 40033.533 39969.985 NA
cuts_wide_bayes_r47 NA NA NA NA
cuts_long_bayes_r47 NA NA NA 38966.054
tso_wide_ml_r47 39914.916 39974.835 39902.196 NA
tso_wide_bayes_r47 NA NA NA NA
tso_long_bayes_r47 NA NA NA 35162.216
msst_wide_ml_r48 43202.098 43243.781 43193.249 NA
msst_long_ml_r48 43197.858 43293.96 43243.122 NA
msst_wide_bayes_r48 NA NA NA NA
msst_long_bayes_r48 NA NA NA 42730.77
cuts_wide_ml_r48 39987.837 40039.941 39976.776 NA
cuts_long_ml_r48 39987.837 40107.965 40044.417 NA
cuts_wide_bayes_r48 NA NA NA NA
cuts_long_bayes_r48 NA NA NA 39087.401
tso_wide_ml_r48 39988.732 40048.651 39976.011 NA
tso_wide_bayes_r48 NA NA NA NA
tso_long_bayes_r48 NA NA NA 35530.675
msst_wide_ml_r49 42993.775 43035.457 42984.925 NA
